전체 카테고리 성장률 순위:
====================================
Rank 1: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '스노클링/다이빙', '세부카테고리': '다이빙 소품', 'total': 65, 'recent_sum': 51, 'older_sum': 14, 'growth_rate': 3.642857142857143, 'final_score': 301.7857142857143, 'rank': 1}
Rank 101: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '수영용품', '세부카테고리': '수영가방/방수팩', 'total': 302, 'recent_sum': 120, 'older_sum': 182, 'growth_rate': 0.6593406593406593, 'final_score': 501.12087912087907, 'rank': 101}
Rank 102: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '건강식품', '세부카테고리': '비타민/미네랄', 'total': 300, 'recent_sum': 119, 'older_sum': 181, 'growth_rate': 0.6574585635359116, 'final_score': 497.23756906077347, 'rank': 102}
Rank 103: {'대카테고리': '출산/유아동', '중카테고리': '완구/교구', '소카테고리': 'STEAM/학습완구', '세부카테고리': '자석/학습보드', 'total': 280, 'recent_sum': 111, 'older_sum': 169, 'growth_rate': 0.6568047337278107, 'final_score': 463.905325443787, 'rank': 103}
Rank 104: {'대카테고리': '홈인테리어', '중카테고리': '홈데코', '소카테고리': '화병/화분', '세부카테고리': '화병', 'total': 48, 'recent_sum': 19, 'older_sum': 29, 'growth_rate': 0.6551724137931034, 'final_score': 79.44827586206897, 'rank': 104}
Rank 105: {'대카테고리': '문구/오피스', '중카테고리': '파티/이벤트', '소카테고리': '풍선', '세부카테고리': '혼합풍선세트', 'total': 539, 'recent_sum': 213, 'older_sum': 326, 'growth_rate': 0.6533742331288344, 'final_score': 891.1687116564417, 'rank': 105}
Rank 106: {'대카테고리': '여성패션', '중카테고리': '의류', '소카테고리': '', '세부카테고리': None, 'total': 863, 'recent_sum': 341, 'older_sum': 522, 'growth_rate': 0.6532567049808429, 'final_score': 1426.7605363984674, 'rank': 106}
Rank 107: {'대카테고리': '식품', '중카테고리': '과일', '소카테고리': '딸기/블루베리/베리류', '세부카테고리': '딸기', 'total': 282, 'recent_sum': 111, 'older_sum': 171, 'growth_rate': 0.6491228070175439, 'final_score': 465.0526315789474, 'rank': 107}
Rank 108: {'대카테고리': '가전디지털', '중카테고리': '스마트워치/밴드', '소카테고리': '액세서리', '세부카테고리': '스트랩', 'total': 809, 'recent_sum': 318, 'older_sum': 491, 'growth_rate': 0.6476578411405295, 'final_score': 1332.9551934826882, 'rank': 108}
Rank 109: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방잡화', '세부카테고리': '물막이/거름망', 'total': 107, 'recent_sum': 42, 'older_sum': 65, 'growth_rate': 0.6461538461538462, 'final_score': 176.13846153846154, 'rank': 109}
Rank 110: {'대카테고리': '식품', '중카테고리': '쌀/잡곡', '소카테고리': '기타잡곡/혼합곡', '세부카테고리': '율무', 'total': 46, 'recent_sum': 18, 'older_sum': 28, 'growth_rate': 0.6428571428571429, 'final_score': 75.57142857142857, 'rank': 110}
Rank 111: {'대카테고리': '식품', '중카테고리': '생수/음료', '소카테고리': '커피음료/차음료', '세부카테고리': '커피음료', 'total': 59, 'recent_sum': 23, 'older_sum': 36, 'growth_rate': 0.6388888888888888, 'final_score': 96.69444444444444, 'rank': 111}
Rank 112: {'대카테고리': '식품', '중카테고리': '과일', '소카테고리': '키위/참다래', '세부카테고리': '그린키위', 'total': 77, 'recent_sum': 30, 'older_sum': 47, 'growth_rate': 0.6382978723404256, 'final_score': 126.14893617021276, 'rank': 112}
Rank 113: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '김치/반찬/김', '세부카테고리': '김', 'total': 95, 'recent_sum': 37, 'older_sum': 58, 'growth_rate': 0.6379310344827587, 'final_score': 155.60344827586206, 'rank': 113}
Rank 114: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '베이킹용품', '세부카테고리': '유산지/포장용품', 'total': 1192, 'recent_sum': 464, 'older_sum': 728, 'growth_rate': 0.6373626373626373, 'final_score': 1951.7362637362637, 'rank': 114}
Rank 115: {'대카테고리': '식품', '중카테고리': '수산물/건어물', '소카테고리': '김/미역/해조류', '세부카테고리': '기타해조류', 'total': 18, 'recent_sum': 7, 'older_sum': 11, 'growth_rate': 0.6363636363636364, 'final_score': 29.454545454545453, 'rank': 115}
Rank 116: {'대카테고리': '출산/유아동', '중카테고리': '출산준비물/선물', '소카테고리': '의류용품', '세부카테고리': '배냇저고리', 'total': 111, 'recent_sum': 43, 'older_sum': 68, 'growth_rate': 0.6323529411764706, 'final_score': 181.19117647058823, 'rank': 116}
Rank 117: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '햄버거/베이커리/떡', '세부카테고리': '양산빵', 'total': 44, 'recent_sum': 17, 'older_sum': 27, 'growth_rate': 0.6296296296296297, 'final_score': 71.70370370370371, 'rank': 117}
Rank 118: {'대카테고리': '완구/취미', '중카테고리': '파티/마술용품', '소카테고리': '파티용품', '세부카테고리': '홈파티세트', 'total': 567, 'recent_sum': 219, 'older_sum': 348, 'growth_rate': 0.6293103448275862, 'final_score': 923.8189655172414, 'rank': 118}
Rank 119: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '베개/바디필로우', '세부카테고리': '롱쿠션/바디필로우', 'total': 464, 'recent_sum': 179, 'older_sum': 285, 'growth_rate': 0.6280701754385964, 'final_score': 755.4245614035087, 'rank': 119}
Rank 120: {'대카테고리': '식품', '중카테고리': '과자/초콜릿/시리얼', '소카테고리': '쿠키/파이', '세부카테고리': '과자쿠키', 'total': 96, 'recent_sum': 37, 'older_sum': 59, 'growth_rate': 0.6271186440677966, 'final_score': 156.20338983050848, 'rank': 120}
Rank 121: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '시계', '세부카테고리': '시계공구/기타', 'total': 291, 'recent_sum': 112, 'older_sum': 179, 'growth_rate': 0.6256983240223464, 'final_score': 473.0782122905028, 'rank': 121}
Rank 122: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '가방', '세부카테고리': '파우치/이너백', 'total': 292, 'recent_sum': 112, 'older_sum': 180, 'growth_rate': 0.6222222222222222, 'final_score': 473.68888888888887, 'rank': 122}
Rank 123: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV 액세서리', '세부카테고리': '케이블/젠더', 'total': 120, 'recent_sum': 46, 'older_sum': 74, 'growth_rate': 0.6216216216216216, 'final_score': 194.59459459459458, 'rank': 123}
Rank 124: {'대카테고리': '문구/오피스', '중카테고리': '파티/이벤트', '소카테고리': '', '세부카테고리': None, 'total': 569, 'recent_sum': 218, 'older_sum': 351, 'growth_rate': 0.6210826210826211, 'final_score': 922.3960113960115, 'rank': 124}
Rank 125: {'대카테고리': '출산/유아동', '중카테고리': '출산준비물/선물', '소카테고리': '목욕용품', '세부카테고리': '유아 클렌저', 'total': 141, 'recent_sum': 54, 'older_sum': 87, 'growth_rate': 0.6206896551724138, 'final_score': 228.51724137931032, 'rank': 125}
Rank 126: {'대카테고리': '식품', '중카테고리': '과일', '소카테고리': '망고/체리/아보카도/기타', '세부카테고리': '아보카도', 'total': 115, 'recent_sum': 44, 'older_sum': 71, 'growth_rate': 0.6197183098591549, 'final_score': 186.26760563380282, 'rank': 126}
Rank 127: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '과일', '세부카테고리': '아보카도', 'total': 115, 'recent_sum': 44, 'older_sum': 71, 'growth_rate': 0.6197183098591549, 'final_score': 186.26760563380282, 'rank': 127}
Rank 128: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '과일', '세부카테고리': '아보카도', 'total': 115, 'recent_sum': 44, 'older_sum': 71, 'growth_rate': 0.6197183098591549, 'final_score': 186.26760563380282, 'rank': 128}
Rank 129: {'대카테고리': '남성패션', '중카테고리': '가방/잡화', '소카테고리': '', '세부카테고리': None, 'total': 482, 'recent_sum': 184, 'older_sum': 298, 'growth_rate': 0.6174496644295302, 'final_score': 779.6107382550335, 'rank': 129}
Rank 130: {'대카테고리': '남성패션', '중카테고리': '가방/잡화', '소카테고리': '시계', '세부카테고리': '시계공구/기타', 'total': 294, 'recent_sum': 112, 'older_sum': 182, 'growth_rate': 0.6153846153846154, 'final_score': 474.9230769230769, 'rank': 130}
Rank 131: {'대카테고리': '출산/유아동', '중카테고리': '이유용품/유아식기', '소카테고리': '스푼/포크/젓가락', '세부카테고리': '수저젓가락세트', 'total': 161, 'recent_sum': 61, 'older_sum': 100, 'growth_rate': 0.61, 'final_score': 259.21, 'rank': 131}
Rank 132: {'대카테고리': '뷰티', '중카테고리': '헤어', '소카테고리': '트리트먼트/팩/앰플', '세부카테고리': '헤어 워터/앰플', 'total': 48, 'recent_sum': 18, 'older_sum': 30, 'growth_rate': 0.6, 'final_score': 76.80000000000001, 'rank': 132}
Rank 133: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '수건/타월', '세부카테고리': '스포츠/비치타월', 'total': 203, 'recent_sum': 76, 'older_sum': 127, 'growth_rate': 0.5984251968503937, 'final_score': 324.4803149606299, 'rank': 133}
Rank 134: {'대카테고리': '홈인테리어', '중카테고리': '카페트/쿠션/거실화', '소카테고리': '소파패드/커버', '세부카테고리': '소파커버', 'total': 99, 'recent_sum': 37, 'older_sum': 62, 'growth_rate': 0.5967741935483871, 'final_score': 158.0806451612903, 'rank': 134}
Rank 135: {'대카테고리': '뷰티', '중카테고리': '헤어', '소카테고리': '샴푸', '세부카테고리': '기능성샴푸', 'total': 249, 'recent_sum': 93, 'older_sum': 156, 'growth_rate': 0.5961538461538461, 'final_score': 397.44230769230774, 'rank': 135}
Rank 136: {'대카테고리': '출산/유아동', '중카테고리': '유아동패션', '소카테고리': '여아', '세부카테고리': '의류', 'total': 2210, 'recent_sum': 825, 'older_sum': 1385, 'growth_rate': 0.5956678700361011, 'final_score': 3526.4259927797834, 'rank': 136}
Rank 137: {'대카테고리': '출산/유아동', '중카테고리': '이유용품/유아식기', '소카테고리': '이유식용품', '세부카테고리': '공기/대접', 'total': 134, 'recent_sum': 50, 'older_sum': 84, 'growth_rate': 0.5952380952380952, 'final_score': 213.7619047619048, 'rank': 137}
Rank 138: {'대카테고리': '출산/유아동', '중카테고리': '이유용품/유아식기', '소카테고리': '유아식기/캐릭터식기', '세부카테고리': '공기/대접', 'total': 134, 'recent_sum': 50, 'older_sum': 84, 'growth_rate': 0.5952380952380952, 'final_score': 213.7619047619048, 'rank': 138}
Rank 139: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '머플러/스카프/숄', '세부카테고리': '스카프', 'total': 260, 'recent_sum': 97, 'older_sum': 163, 'growth_rate': 0.5950920245398773, 'final_score': 414.72392638036814, 'rank': 139}
Rank 140: {'대카테고리': '홈인테리어', '중카테고리': '공구/철물/DIY', '소카테고리': '수공구/절단도구', '세부카테고리': '사포/샌딩스펀지', 'total': 322, 'recent_sum': 120, 'older_sum': 202, 'growth_rate': 0.594059405940594, 'final_score': 513.2871287128713, 'rank': 140}
Rank 141: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '수건/타월', '세부카테고리': '스포츠/비치타월', 'total': 204, 'recent_sum': 76, 'older_sum': 128, 'growth_rate': 0.59375, 'final_score': 325.125, 'rank': 141}
Rank 142: {'대카테고리': '뷰티', '중카테고리': '뷰티소품', '소카테고리': '아이소품', '세부카테고리': '화장솜/면봉', 'total': 127, 'recent_sum': 47, 'older_sum': 80, 'growth_rate': 0.5875, 'final_score': 201.61249999999998, 'rank': 142}
Rank 143: {'대카테고리': '뷰티', '중카테고리': '뷰티소품', '소카테고리': '클렌징소품', '세부카테고리': '화장솜/면봉', 'total': 127, 'recent_sum': 47, 'older_sum': 80, 'growth_rate': 0.5875, 'final_score': 201.61249999999998, 'rank': 143}
Rank 144: {'대카테고리': '생활용품', '중카테고리': '수납/정리', '소카테고리': '욕실정리용품', '세부카테고리': '욕실선반/걸이/홀더', 'total': 287, 'recent_sum': 106, 'older_sum': 181, 'growth_rate': 0.585635359116022, 'final_score': 455.0773480662984, 'rank': 144}
Rank 145: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '교사용 준비물', '세부카테고리': '테이프', 'total': 279, 'recent_sum': 103, 'older_sum': 176, 'growth_rate': 0.5852272727272727, 'final_score': 442.27840909090907, 'rank': 145}
Rank 146: {'대카테고리': '홈인테리어', '중카테고리': '수납/정리', '소카테고리': '옷걸이/도어훅', '세부카테고리': '정장/코트 옷걸이', 'total': 288, 'recent_sum': 106, 'older_sum': 182, 'growth_rate': 0.5824175824175825, 'final_score': 455.73626373626377, 'rank': 146}
Rank 147: {'대카테고리': '주방용품', '중카테고리': '주방수납/정리', '소카테고리': '주방정리소품', '세부카테고리': '수세미걸이/받침', 'total': 106, 'recent_sum': 39, 'older_sum': 67, 'growth_rate': 0.582089552238806, 'final_score': 167.70149253731344, 'rank': 147}
Rank 148: {'대카테고리': '식품', '중카테고리': '장/소스/드레싱/식초', '소카테고리': '육수/액젓', '세부카테고리': '기타액젓', 'total': 30, 'recent_sum': 11, 'older_sum': 19, 'growth_rate': 0.5789473684210527, 'final_score': 47.36842105263158, 'rank': 148}
Rank 149: {'대카테고리': '스포츠/레저', '중카테고리': '스포츠신발', '소카테고리': '', '세부카테고리': None, 'total': 30, 'recent_sum': 11, 'older_sum': 19, 'growth_rate': 0.5789473684210527, 'final_score': 47.36842105263158, 'rank': 149}
Rank 150: {'대카테고리': '스포츠/레저', '중카테고리': '라켓스포츠', '소카테고리': '탁구', '세부카테고리': '탁구화', 'total': 30, 'recent_sum': 11, 'older_sum': 19, 'growth_rate': 0.5789473684210527, 'final_score': 47.36842105263158, 'rank': 150}
Rank 151: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '카페트/쿠션', '세부카테고리': '소파커버', 'total': 101, 'recent_sum': 37, 'older_sum': 64, 'growth_rate': 0.578125, 'final_score': 159.390625, 'rank': 151}
Rank 152: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '국/탕/찌개', '세부카테고리': '즉석국', 'total': 93, 'recent_sum': 34, 'older_sum': 59, 'growth_rate': 0.576271186440678, 'final_score': 146.59322033898306, 'rank': 152}
Rank 153: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '밀폐보관용기', '세부카테고리': '유리저장병', 'total': 159, 'recent_sum': 58, 'older_sum': 101, 'growth_rate': 0.5742574257425742, 'final_score': 250.30693069306932, 'rank': 153}
Rank 154: {'대카테고리': '식품', '중카테고리': '과자/초콜릿/시리얼', '소카테고리': '초콜릿', '세부카테고리': '밀크 초콜릿', 'total': 107, 'recent_sum': 39, 'older_sum': 68, 'growth_rate': 0.5735294117647058, 'final_score': 168.36764705882354, 'rank': 154}
